Pulley Type,Alignment,Belt Tension (N),Belt Width(mm),Lagging Type,Temperature (Environment) C,Temperature (pulley) C,Vibrations (mm/s),Oil Contamination,Foreign Residue,Humidity ,Belt Length(feet),Time since last service(days),Inspection Checks (Cracks),Inspection Checks(Lagging),Number of Grooves,Response
1,3,17609,1900,3,39.47,39,4.3,3,2,0.9,3000,8,1,2,8,0
2,0,3564,1600,1,30.2,41,2.6,1,4,0.6,5000,17,2,2,12,1
3,6,19051,1700,2,30.98,40,1.5,2,1,0.5,1500,7,1,2,6,0
4,0,9801,1800,2,41.95,50,3.1,3,2,0.3,5000,9,1,1,8,0
3,6,2037,1600,2,47.31,56,3,3,1,0.7,6000,3,1,1,10,0
4,0,16001,1700,1,35.42,46,3.8,4,1,0.4,8000,25,1,1,8,1
7,3,11605,1800,3,35.31,43,4.9,1,2,0.7,1500,4,2,2,12,1
6,0,4155,1400,1,40.49,45,1.4,1,4,0.3,3000,22,1,1,6,1
4,2,18722,1900,3,39.69,46,4.7,4,4,0.7,3000,25,2,1,12,1
5,3,9539,1900,3,43.02,38,1.9,4,1,0.6,3000,33,3,3,10,1
4,3,16693,1700,4,46.82,69,2.6,1,3,0.6,6000,2,1,1,8,1
3,6,3847,1500,2,32.13,46,2.3,3,3,0.5,6000,11,1,2,6,0
4,3,10321,1700,4,37.93,31,3.4,1,2,0.9,1500,9,1,1,8,0
5,6,16250,1700,3,43.09,36,3.4,2,1,0.6,5000,6,2,2,6,0
4,3,2797,1500,4,35.22,31,4.8,3,4,0.5,5000,33,3,3,6,1
5,6,6114,1700,1,49.65,63,4.6,2,3,0.4,6000,4,1,1,12,0
7,3,15150,1800,2,41.75,47,2,2,4,0.3,1500,6,2,2,12,1
3,6,2521,1500,3,48.56,64,1.9,2,2,0.3,5000,8,2,1,10,1
4,2,10449,1800,2,40.79,48,2.3,4,3,0.3,1500,36,3,3,6,1
5,4,4605,1400,1,47.8,59,2.7,2,4,0.5,5000,10,2,1,6,1
7,4,9219,1800,1,44.79,39,3.5,1,2,0.3,5000,6,2,1,8,0
4,6,4393,1600,3,43.21,40,3.7,1,3,0.8,8000,2,1,2,12,1
1,4,7891,1800,1,39.97,35,4.2,4,1,0.6,6000,33,3,3,6,1
4,2,19602,1700,4,41.08,52,4.4,1,4,0.6,1500,39,3,3,10,1
3,2,1843,1300,3,38.5,37,1,1,4,0.8,8000,35,3,3,12,1
5,5,12857,1700,4,35.44,28,1.9,1,2,0.4,3000,4,1,1,12,0
6,6,4418,1600,1,32.19,39,1.8,2,1,0.5,3000,6,2,1,12,0
1,5,20159,1900,1,45.34,68,4.2,2,3,0.7,3000,8,2,1,8,0
6,3,3826,1400,2,39.97,55,4.3,3,2,0.7,3000,3,1,1,12,1
7,2,5914,1500,5,32.27,28,1.2,4,2,0.9,5000,7,1,1,10,1
3,2,6174,1800,4,30.86,41,1.1,1,1,0.3,6000,3,1,2,12,0
3,6,19661,1900,1,38.53,47,4.4,2,1,0.7,5000,6,1,2,12,1
1,5,1826,1200,2,31.37,47,3.5,2,4,0.7,1500,4,1,2,10,1
3,5,21592,1900,1,37.19,41,2.3,1,2,0.7,5000,8,2,1,8,1
7,2,10876,1700,4,38.27,38,1.4,2,3,0.5,5000,5,2,2,8,0
7,6,17134,1900,2,33.06,26,2.7,2,4,0.4,1500,9,2,2,10,1
4,5,17509,1800,3,38.2,42,3.2,2,4,0.7,5000,3,2,2,10,1
6,6,4121,1600,2,35.4,32,3.2,3,1,0.7,3000,3,2,2,12,0
2,3,1992,1300,4,34.06,48,3,4,4,0.3,6000,32,3,3,12,1
1,1,7266,1800,3,40.61,54,2.3,1,1,0.4,5000,9,2,1,12,0
5,5,16993,1800,5,41.17,55,4.1,2,4,0.8,1500,8,2,2,6,1
3,0,14196,1800,2,47.52,56,1.7,3,1,0.5,8000,9,2,2,12,1
7,0,11455,1700,2,38.67,52,3.9,1,4,0.8,5000,23,2,1,6,1
1,4,16964,1700,1,47.85,62,3,1,1,0.4,8000,2,2,1,6,0
3,2,20095,1900,4,37.34,48,2.9,2,4,0.4,8000,7,1,1,10,1
6,3,3808,1500,4,48.5,68,3.1,1,4,0.8,3000,18,2,2,8,1
1,1,6839,1800,1,31.17,31,4.8,2,4,0.5,6000,10,2,2,6,1
2,2,5795,1500,1,34.87,41,3.7,4,2,0.4,6000,9,2,2,6,1
7,2,5086,1500,4,34.39,47,4.8,1,1,0.5,1500,4,2,2,10,0
6,2,4114,1500,5,49.73,59,2.8,3,3,0.4,3000,47,1,4,8,1
6,1,3599,1400,3,48.3,65,4.8,4,1,0.7,3000,23,1,2,10,1
6,1,2160,1400,4,38.51,45,2.1,2,3,0.3,3000,4,1,1,12,0
7,5,14680,1700,5,43.03,55,2,4,3,0.4,5000,31,3,3,8,1
6,5,3791,1600,3,41.17,47,4.6,4,3,0.5,3000,17,2,1,6,1
1,5,4108,1800,1,30.78,44,3.4,3,2,0.4,5000,4,1,2,12,0
4,6,10680,1700,5,33.37,45,3,3,2,0.8,8000,8,2,1,6,0
1,3,9141,1800,1,38.47,41,1.2,4,2,0.6,1500,7,1,2,12,1
5,5,13545,1700,5,47.4,56,4.3,1,2,0.7,6000,6,2,1,8,0
7,3,2440,1500,1,39.92,37,4.2,2,2,0.6,5000,3,1,2,6,1
5,6,16717,1800,3,43.35,53,2.1,2,3,0.3,8000,6,1,2,10,0
3,4,2322,1400,1,48.52,61,4.9,3,3,0.5,8000,42,2,2,8,1
7,4,18624,1800,3,34.37,43,3.4,2,1,0.7,5000,10,1,1,10,1
1,2,14288,1800,3,47.11,68,4.5,4,3,0.9,5000,33,3,3,12,1
6,1,4446,1500,3,34.16,38,2.5,4,3,0.9,3000,17,2,2,12,1
6,2,4527,1500,5,46.64,62,1.8,2,1,0.4,3000,7,2,1,10,1
5,6,1864,1100,5,41.07,40,1.4,2,1,0.6,1500,3,1,1,10,1
6,0,3174,1500,3,49.09,66,2.8,4,3,0.8,3000,29,1,2,8,1
2,3,5943,1600,1,41.57,37,1.3,2,3,0.5,6000,6,2,2,6,0
6,3,2421,1600,5,33.12,37,3.1,3,2,0.5,3000,3,1,2,12,0
2,0,1248,1300,5,31.2,33,4.8,3,2,0.4,5000,9,1,1,10,1
2,3,5945,1400,5,31.27,36,2.5,4,2,0.4,1500,4,1,1,8,1
1,4,18616,1800,1,30.1,41,2.9,4,3,0.6,5000,31,3,3,12,1
5,3,21432,1700,3,38.07,39,4.9,2,1,0.8,6000,3,1,2,12,0
5,4,3191,1500,2,31.93,49,2.7,4,2,0.4,3000,8,1,1,6,1
4,0,10225,1800,3,41.54,46,1.7,4,4,0.3,5000,16,1,1,6,1
5,5,10713,1800,1,33.93,47,4.2,4,2,0.7,8000,10,2,2,6,1
1,5,15612,1900,3,30.36,47,1.3,4,2,0.9,3000,7,2,2,8,1
3,1,3973,1500,4,32.22,32,1.6,3,2,0.8,3000,4,2,1,8,1
7,2,8443,1900,2,34.57,42,3.8,4,4,0.4,1500,32,3,3,6,1
3,1,4742,1600,4,40.04,43,1.9,2,2,0.6,8000,8,1,1,10,0
7,1,8317,1900,4,44.17,48,2.5,4,2,0.5,3000,8,1,1,8,1
3,3,13741,1800,4,46.47,61,4,1,4,0.8,8000,15,2,2,6,1
5,2,16673,1900,2,48.7,65,4,3,3,0.8,8000,28,1,1,10,1
2,6,3588,1600,2,33.49,28,3.6,1,2,0.4,1500,8,2,2,12,0
2,5,4739,1400,2,46.12,59,2.8,2,2,0.8,1500,8,2,2,8,1
7,6,1741,1100,3,32.04,43,3.6,2,3,0.5,1500,4,1,2,8,1
3,4,13920,1700,5,36.83,45,3.9,1,2,0.9,8000,8,1,1,10,0
1,2,19858,1900,4,48.82,70,2.5,4,1,0.9,1500,24,2,1,10,1
2,2,4866,1600,3,34.83,31,1.4,1,3,0.8,1500,6,2,1,10,0
5,1,10086,1800,4,41.75,39,4.3,4,1,0.8,8000,31,3,3,10,1
5,3,21968,1900,1,45.01,65,2.3,3,1,0.4,6000,5,1,1,12,0
5,2,2429,1500,4,36.11,41,2.9,3,2,0.7,5000,9,1,1,8,0
2,3,1915,1200,4,45.05,68,4.9,2,2,0.3,1500,5,1,2,10,0
5,0,2859,1500,4,44.1,35,3.3,2,4,0.4,8000,6,1,2,10,1
5,3,2115,1600,3,44.02,49,2,2,3,0.7,1500,7,1,1,6,0
1,1,5992,1500,3,47.55,58,1.7,4,1,0.8,1500,15,2,1,6,1
4,1,21360,1700,1,47.18,56,4.7,1,4,0.8,8000,15,2,1,8,1
4,4,19853,1900,3,47.03,69,3.3,1,1,0.4,1500,8,2,2,6,0
7,4,11442,1900,3,47.87,60,4.9,2,2,0.6,1500,8,2,1,10,0
2,4,2510,1400,2,38.03,54,4.1,3,2,0.3,5000,4,2,2,10,1
4,3,5375,1500,3,39.5,42,2.6,2,4,0.6,8000,9,2,1,10,1
3,2,7034,1900,5,37.41,36,2.6,2,3,0.5,6000,6,1,1,8,0
2,2,5102,1600,5,31.25,28,3.6,3,1,0.5,6000,0,2,1,8,0
6,1,3443,1500,4,39.5,40,1.3,4,1,0.3,3000,20,1,2,12,1
5,6,18379,1900,2,49.06,66,4.5,2,4,0.7,6000,8,2,2,12,1
7,5,21186,1700,5,45.9,57,2.8,2,4,0.7,1500,4,2,2,8,1
6,5,2140,1500,5,37.51,40,3.3,4,4,0.7,3000,32,3,3,8,1
4,2,19256,1700,2,49.37,70,4.6,1,4,0.9,1500,27,1,2,12,1
6,5,3409,1500,3,38.14,46,3.7,4,1,0.6,3000,20,1,1,12,1
4,4,14591,1700,1,33.09,34,4.5,4,3,0.4,1500,19,1,1,8,1
6,3,3820,1600,4,39.02,50,1.5,3,3,0.5,3000,21,2,1,6,0
7,6,6966,1800,5,33.19,47,2,3,4,0.6,1500,23,2,2,12,1
3,2,6433,1900,2,38.14,45,3.5,1,2,0.3,5000,7,1,1,10,0
4,5,21841,1700,3,31.89,48,4.6,1,4,0.7,5000,32,3,3,8,1
5,2,12394,1900,4,48.44,65,3.4,2,4,0.3,8000,9,2,2,12,1
2,3,2313,1400,1,48.96,70,4.9,1,4,0.5,5000,26,2,1,10,1
6,0,2179,1600,4,45.98,68,4.3,2,3,0.6,3000,9,2,1,12,0
3,1,15585,1700,1,32.06,38,4.4,3,2,0.8,5000,4,1,2,6,0
3,5,8338,1700,5,44.57,44,1.1,3,1,0.8,1500,0,2,1,6,1
4,2,13037,1900,4,37.34,50,2.9,4,2,0.7,8000,10,2,1,12,1
3,2,3283,1600,5,47.1,70,3,4,3,0.8,3000,20,2,2,10,1
6,2,2826,1600,5,48.12,63,3.6,4,1,0.6,3000,27,2,2,10,1
1,6,7830,1900,3,32.61,32,2.5,2,3,0.4,3000,3,2,1,8,0
4,4,9788,1800,4,41.18,40,1.2,1,3,0.5,6000,7,1,2,8,1
7,5,21192,1800,1,41.58,54,2,4,1,0.8,3000,27,2,2,12,1
7,1,21551,1700,5,34.93,46,4.7,4,1,0.6,1500,19,1,2,8,1
7,5,10299,1900,1,37.14,30,4,3,4,0.9,5000,27,2,2,10,1
3,1,6177,1800,5,30.74,43,4.6,2,4,0.8,6000,4,2,1,8,1
5,5,4609,1600,5,49.08,69,4.8,4,1,0.5,5000,17,2,2,10,1
1,3,18917,1800,2,32.73,33,4.2,3,1,0.7,8000,2,2,1,12,0
3,0,21253,1700,4,38.09,50,4.4,1,2,0.6,8000,10,2,2,8,0
5,3,13662,1700,5,41.93,41,3.4,3,2,0.9,3000,7,2,1,12,0
7,3,8182,1700,5,42.07,44,1.4,3,4,0.5,5000,23,2,2,8,1
1,3,14672,1800,2,40.04,48,3.6,2,1,0.7,5000,7,1,2,12,0
6,3,3881,1600,1,41.46,45,2.7,2,3,0.3,3000,5,2,2,6,0
2,3,1238,1100,2,37.22,27,4,2,1,0.6,6000,9,2,2,8,0
3,6,21188,1900,2,36.99,41,1.6,1,4,0.5,8000,28,2,2,12,1
5,2,14291,1800,3,43.14,55,3.8,4,3,0.4,6000,21,2,2,6,1
1,0,12731,1700,5,43.61,44,1.8,3,4,0.6,1500,31,3,3,12,1
3,4,6694,1700,1,33.23,32,1.8,1,4,0.6,3000,19,2,2,6,1
5,4,7973,1900,4,39.16,39,2,1,3,0.6,1500,2,1,2,8,0
1,0,5530,1500,1,36.54,42,3,3,2,0.5,1500,4,2,1,6,0
4,0,10202,1700,1,40.5,41,1.8,2,3,0.5,3000,8,1,1,12,1
7,6,9025,1800,5,31.84,40,1.3,4,2,0.4,3000,7,2,2,12,1
3,5,13542,1900,4,46.92,55,1.7,1,4,0.4,6000,32,3,3,12,1
6,1,3996,1500,1,39.89,52,1.4,3,4,0.5,3000,31,3,3,6,1
7,5,17212,1800,2,40.4,37,1.7,3,4,0.4,3000,32,3,3,10,1
2,6,2999,1600,3,42.96,41,3.7,1,3,0.5,5000,3,1,1,10,0
7,0,4892,1500,4,34.08,49,4.9,1,2,0.4,1500,9,1,1,6,0
6,5,2935,1600,5,46.79,69,2.4,1,3,0.4,3000,8,2,1,8,1
6,0,2384,1600,5,39.32,45,1,2,1,0.8,3000,4,2,2,8,0
6,1,3500,1400,5,40.21,41,1,2,4,0.6,3000,5,1,2,6,1
2,1,3176,1500,2,47.33,62,1.1,4,2,0.7,6000,6,1,2,10,1
7,4,11606,1900,5,46.56,69,1.2,3,3,0.7,5000,28,2,2,8,1
3,4,17011,1800,4,38.2,48,1.2,1,1,0.4,1500,9,2,2,6,0
7,2,17591,1800,1,38.58,54,2.8,4,4,0.3,1500,27,2,2,8,1
1,2,13605,1800,5,41.11,55,3.8,3,2,0.8,5000,9,1,2,12,1
5,0,10534,1800,3,31.59,40,1.7,2,1,0.5,1500,8,1,1,8,0
6,6,2473,1400,2,30.33,25,4.3,1,1,0.3,3000,0,1,1,6,0
1,3,18984,1800,4,41.06,42,1.1,2,3,0.4,8000,10,2,1,6,0
1,2,11162,1800,5,44.26,38,3.5,1,1,0.4,8000,4,1,2,6,1
4,3,2481,1500,5,35.84,46,2.9,4,1,0.5,6000,21,2,2,8,1
1,3,6404,1700,1,36.74,25,2.5,3,2,0.4,1500,5,2,2,6,0
6,6,4998,1600,3,41.85,42,2.4,1,2,0.9,3000,5,1,2,8,0
2,4,3574,1600,1,39.4,43,4.3,4,2,0.8,3000,8,2,1,10,1
5,6,7057,1700,5,47.71,62,4.3,1,1,0.7,5000,10,2,1,12,0
4,0,10060,1800,4,33.45,38,4.5,3,1,0.9,5000,9,1,2,8,1
5,5,14957,1800,4,37.17,25,2,1,2,0.4,6000,8,2,1,10,0
7,2,11346,1700,1,42.87,35,1.2,3,1,0.6,3000,9,2,1,10,0
4,0,18571,1900,2,41.47,35,3.5,4,4,0.5,3000,35,3,3,6,1
1,2,3224,1900,4,37.65,27,2.2,2,3,0.3,3000,7,2,1,8,1
7,2,19311,1800,1,46.2,65,1.6,4,3,0.7,3000,25,1,1,6,1
7,2,7051,1800,3,39.72,41,1.7,3,4,0.3,3000,33,3,3,8,1
7,6,5774,1600,5,33.57,33,2.2,3,4,0.7,3000,33,3,3,8,1
2,2,1275,1100,5,45.95,58,4.4,1,4,0.4,3000,32,3,3,10,1
6,4,3021,1400,5,47.08,60,2.3,1,3,0.5,3000,3,2,1,8,1
3,1,18227,1800,5,39.37,49,1.1,4,2,0.8,8000,7,2,1,6,1
4,6,7694,1800,5,48.97,64,2.2,4,2,0.8,8000,8,1,2,6,1
6,6,2944,1400,3,34.49,40,4.2,1,4,0.6,3000,38,3,3,10,1
1,5,8491,1700,5,40.7,52,4,3,3,0.6,8000,48,1,4,6,1
6,1,2355,1500,5,47.41,65,2.5,3,4,0.5,3000,29,1,1,8,1
7,4,9227,1900,3,45.95,64,2.2,4,1,0.4,1500,26,2,2,6,1
3,2,20621,1900,4,41.36,50,4.7,4,4,0.3,5000,17,2,1,8,1
2,1,1797,1100,3,34.9,35,2.6,1,2,0.8,3000,10,1,1,6,0
6,5,2338,1500,1,42.53,48,1.8,3,1,0.4,3000,1,2,2,10,1
1,6,10484,1800,5,48.49,66,1.5,2,4,0.6,5000,9,1,2,12,1
1,3,20197,1900,2,44.19,45,2,4,4,0.6,8000,21,1,1,10,1
5,3,11754,1800,2,37.9,27,3.9,1,1,0.4,8000,0,1,1,8,1
4,3,19518,1800,4,40.1,45,1.9,2,2,0.8,1500,10,2,1,12,1
1,6,2085,1600,2,47.48,69,3.6,2,2,0.4,8000,9,1,1,10,0
3,1,3865,1400,4,46.31,56,1,1,1,0.9,6000,2,2,2,6,0
4,6,19591,1800,2,37,31,4.8,2,3,0.7,8000,6,1,1,12,0
5,5,14176,1800,3,44.53,49,3.7,1,1,0.7,8000,6,2,1,12,1
3,1,20539,1700,4,46.55,58,3.7,4,1,0.7,1500,40,1,1,8,1
3,3,10438,1800,4,47.81,66,1.1,4,4,0.8,8000,23,1,2,6,1
5,5,2932,1600,3,49.12,68,1.5,1,4,0.7,1500,35,3,3,6,1
2,0,1599,1200,5,49.59,68,4.2,2,2,0.8,6000,7,2,2,10,0
7,5,7260,1900,2,44.91,51,2.4,2,3,0.4,1500,7,1,2,8,0
3,6,2987,1500,1,44.14,48,4.7,1,3,0.4,8000,9,1,1,8,0
4,6,8555,1800,3,42.25,50,2.1,3,2,0.4,8000,3,1,1,8,1
6,0,4243,1400,2,31.87,30,4.9,1,1,0.6,3000,6,2,2,10,0
2,0,2766,1400,3,33.89,25,2.9,1,1,0.8,6000,4,1,1,8,0
2,0,3941,1400,3,41.39,37,2,3,4,0.4,1500,28,1,2,8,1
3,0,13699,1900,1,45.25,67,1.4,1,4,0.6,3000,22,2,2,6,1
4,6,11589,1800,3,46.9,70,3.4,2,4,0.6,5000,6,2,2,10,1
3,0,20233,1800,4,31.77,25,2.6,4,3,0.6,6000,16,1,2,8,1
3,3,5996,1600,1,32.41,31,4.7,4,3,0.6,5000,24,2,2,6,1
4,2,11397,1700,1,41.71,37,4.8,2,4,0.7,3000,6,1,1,8,1
7,5,12808,1900,4,34.57,38,2.4,4,3,0.5,3000,36,3,3,12,1
6,6,2589,1500,5,32.43,39,3,3,3,0.4,3000,21,1,2,8,0
2,2,1127,1100,5,45.52,68,4.6,1,4,0.6,3000,25,2,1,10,1
6,0,4286,1400,5,37.82,49,2.7,1,2,0.7,3000,3,1,1,12,0
1,5,20065,1800,4,49.39,60,1.2,4,4,0.8,5000,35,3,3,12,1
7,0,21554,1700,4,32.86,40,2.3,1,1,0.6,5000,4,1,1,8,0
2,0,3838,1500,2,38.87,47,3.5,3,2,0.8,5000,7,2,2,10,0
5,4,4947,1500,1,44.79,45,4.2,2,2,0.4,1500,8,1,1,6,0
3,5,15418,1800,2,41.51,51,3.1,2,2,0.9,1500,8,2,2,12,0
5,1,15601,1800,5,37.02,48,1.1,3,3,0.7,6000,10,2,2,8,0
2,1,5139,1500,4,47.38,66,2.1,1,4,0.6,3000,21,2,1,6,1
3,3,3386,1400,5,35.39,27,4.8,3,4,0.6,5000,23,2,1,12,1
3,4,6217,1900,1,42.12,38,4.1,3,3,0.7,1500,29,1,1,6,1
5,0,2401,1400,3,35.32,30,4.4,2,1,0.5,3000,3,1,2,6,0
3,6,6964,1900,2,45.39,64,2.5,2,3,0.5,5000,10,2,1,6,0
4,6,21037,1700,5,37.55,42,1.6,2,1,0.3,5000,6,2,1,10,1
3,3,11050,1700,5,48.51,70,3.9,1,1,0.8,1500,2,1,1,12,0
2,0,3959,1500,3,36.3,40,4.3,3,1,0.3,3000,2,2,2,8,0
1,4,7805,1900,1,47.72,70,2.4,4,2,0.9,1500,10,2,1,12,1
2,1,2158,1400,4,48.36,59,2.2,3,4,0.8,1500,29,2,2,12,1
2,4,5469,1400,2,33.75,50,4.8,4,1,0.7,5000,21,1,2,12,1
2,6,3438,1400,5,39.39,53,2.5,2,3,0.8,6000,3,1,1,12,0
7,6,5136,1500,4,41.07,51,1,2,4,0.4,5000,5,1,2,6,1
5,2,6127,1700,2,40.72,49,4.6,1,2,0.7,5000,7,2,2,8,1
4,4,10096,1700,3,30.48,27,2.4,2,1,0.5,1500,9,2,1,12,0
7,0,7128,1700,5,43.72,38,3.6,3,3,0.6,1500,25,2,2,10,0
3,5,9703,1800,3,30.36,37,3.8,4,1,0.6,5000,33,3,3,6,1
1,2,21648,1900,3,35.54,40,1.3,1,4,0.6,3000,30,3,3,8,1
3,2,8548,1800,2,38.77,54,4,4,4,0.6,8000,26,1,1,10,1
2,2,1377,1300,2,41.37,50,1.8,4,1,0.8,6000,18,1,1,10,1
3,2,7899,1900,1,43.64,41,2.6,1,2,0.6,6000,8,1,1,6,0
3,2,7849,1900,3,46.02,58,3.7,4,4,0.8,8000,32,3,3,8,1
7,4,5801,1600,1,46.04,64,3.2,3,3,0.8,3000,40,3,4,8,1
2,2,4654,1600,3,39.29,35,3.5,4,4,0.4,6000,34,3,3,12,1
7,3,16373,1900,3,31.38,48,4.6,4,3,0.6,5000,40,3,1,10,1
3,2,6455,1900,4,38.8,45,2.3,1,2,0.7,3000,8,2,2,10,0
6,1,3700,1400,3,33.69,34,4.1,3,4,0.9,3000,28,2,2,6,1
3,5,5997,1400,3,42.36,55,3.8,1,2,0.8,3000,6,2,2,10,0
1,6,15052,1700,5,40.8,39,2.1,4,4,0.8,6000,24,2,2,10,1
2,0,5840,1500,1,49.61,65,2,2,3,0.8,1500,10,2,2,6,1
7,5,14373,1900,3,43.29,55,4.5,3,1,0.3,5000,9,2,1,6,0
7,6,1564,1100,2,34.43,38,2.8,1,4,0.7,5000,39,3,3,6,1
3,4,21196,1800,1,31.71,31,4.1,3,3,0.5,5000,10,2,1,6,1
1,4,19642,1700,4,30.02,37,4.2,2,1,0.3,1500,6,1,2,12,0
2,0,1815,1200,3,33.15,46,4.4,2,4,0.5,6000,3,2,2,8,1
3,0,14834,1800,2,40.25,39,4.1,4,4,0.3,6000,19,2,2,10,1
2,5,4857,1500,5,38.72,42,1.6,2,2,0.5,5000,5,2,2,8,0
3,0,4580,1500,3,30.59,27,1.5,2,1,0.5,3000,6,1,2,8,0
5,2,8329,1800,4,33.16,50,2.8,1,1,0.5,6000,3,2,2,6,0
7,1,5792,1400,1,39.15,38,1.7,1,3,0.8,5000,8,2,2,12,1
4,5,10375,1800,3,34.64,29,1.2,4,4,0.6,1500,26,2,1,10,1
7,3,7305,1700,4,48.39,63,3.8,1,4,0.4,5000,17,2,1,12,1
1,5,4426,1500,5,42.51,41,3.8,3,1,0.3,6000,9,1,1,10,1
2,4,1165,1100,5,44.92,46,2.5,4,1,0.4,1500,29,2,2,10,1
5,2,4253,1400,3,42.14,51,4.5,4,3,0.4,3000,15,2,2,12,1
4,1,6692,1700,2,37.39,29,3.5,3,4,0.4,8000,30,3,3,10,1
2,4,2270,1600,5,45.55,66,4.9,3,3,0.6,6000,32,3,3,12,0
3,3,2351,1500,3,49.81,60,2.9,4,1,0.4,5000,30,3,3,10,1
1,3,11222,1700,5,33.79,50,2.7,3,3,0.5,6000,49,4,4,12,1
4,3,8452,1700,5,33.95,32,1,1,2,0.8,6000,3,2,1,12,0
6,4,2396,1400,1,46.54,59,3.6,3,4,0.6,3000,32,3,3,12,1
1,5,17579,1900,1,34.01,27,4.8,4,3,0.6,1500,37,3,3,10,1
7,3,20641,1900,3,44.64,46,1.2,2,3,0.4,5000,10,1,1,10,0
1,1,7219,1900,1,38.24,37,1.4,3,2,0.5,3000,10,1,2,8,0
4,5,11253,1900,5,49.69,67,2.5,3,2,0.5,8000,5,1,2,10,0
1,6,9011,1800,1,40.34,47,3.7,3,1,0.6,5000,8,1,2,12,0
7,0,11731,1800,5,49.11,61,3.1,4,3,0.4,5000,33,3,3,8,1
4,4,5969,1600,2,42.71,45,4.9,1,1,0.7,5000,2,1,1,6,0
7,3,11096,1700,3,36.45,27,4.4,1,4,0.8,1500,35,3,3,12,1
3,3,10267,1700,3,33.71,49,3.3,3,4,0.6,1500,23,2,2,6,1
7,2,20031,1900,2,49.79,65,4.4,1,1,0.8,3000,10,2,1,6,0
1,0,12013,1900,4,33.52,43,2.5,2,1,0.4,1500,5,2,1,6,0
4,3,19155,1900,2,31.63,41,3.9,1,4,0.5,6000,25,2,2,6,1
4,3,8831,1800,3,35.3,44,2.8,4,4,0.5,6000,15,2,2,8,1
3,3,9518,1800,1,43.91,47,2.2,2,2,0.6,5000,7,2,1,10,1
7,5,2150,1400,3,48.46,56,1.7,1,2,0.8,3000,6,1,2,12,0
5,1,12676,1900,3,46.51,62,4.7,4,2,0.6,3000,5,2,2,10,1
3,4,18083,1900,4,49.65,60,4.7,3,3,0.6,8000,14,2,2,12,1
4,6,17912,1900,5,37.04,30,2.7,3,4,0.7,6000,36,3,3,8,1
4,6,12555,1700,3,39.88,45,4.1,2,3,0.5,6000,3,1,1,8,0
1,6,17525,1900,3,44.42,53,5,3,4,0.3,3000,23,1,2,8,1
6,6,4260,1500,3,49.96,70,2.5,1,4,0.8,3000,16,2,2,10,1
5,4,9689,1900,2,46.17,61,5,4,2,0.4,5000,5,1,2,8,1
5,0,10692,1700,2,49.06,55,1.2,2,4,0.8,8000,4,1,1,10,1
1,6,13917,1900,1,37.96,28,1.1,2,2,0.7,6000,8,2,1,8,0
5,3,14494,1900,1,42.03,40,3.3,4,4,0.6,3000,23,1,2,10,1
6,5,2942,1400,1,36.19,39,3.6,3,1,0.7,3000,2,1,1,12,0
3,6,10389,1700,3,48.19,66,3.7,2,1,0.7,1500,5,1,2,6,0
4,3,3329,1400,1,39.75,51,1.5,2,2,0.4,8000,9,1,2,12,0
6,3,3939,1500,5,49.28,62,2.5,4,2,0.5,3000,10,2,2,12,1
6,3,4347,1600,3,35.39,40,3,4,4,0.6,3000,39,3,3,6,1
5,6,14096,1900,3,43.82,49,3.4,1,4,0.5,8000,23,2,2,10,1
4,4,4256,1400,3,42.62,43,4.2,3,2,0.5,5000,6,2,2,10,1
6,5,3755,1400,4,41.51,49,3.8,2,3,0.8,3000,8,2,1,8,1
6,3,3554,1400,2,35.66,35,3.3,2,2,0.5,3000,6,1,2,6,1
3,5,17747,1700,3,47.95,63,4.6,3,2,0.7,5000,5,1,2,10,0
1,5,15777,1800,5,47.13,62,3.3,1,2,0.4,8000,4,1,2,12,0
1,4,6342,1800,1,43.16,38,2.5,1,4,0.4,1500,24,2,2,6,1
2,6,2676,1400,4,37.64,50,4.8,4,2,0.7,1500,8,2,1,6,1
6,6,3799,1500,4,31.02,30,4.4,2,4,0.6,3000,7,2,2,6,1
2,1,1236,1200,5,39.55,38,1.8,3,4,0.9,5000,29,1,1,8,1
6,5,4835,1400,5,47.23,64,4.7,1,1,0.4,3000,5,2,1,8,0
5,2,19953,1900,2,45.96,56,3.9,2,3,0.8,6000,4,2,2,10,0
3,3,2342,1500,4,31.32,32,3.9,2,2,0.8,3000,7,2,1,8,0
1,0,7486,1700,2,47.05,65,4.4,4,4,0.7,8000,32,3,3,6,1
1,2,11607,1900,2,31.9,44,3.1,3,1,0.5,6000,10,1,2,6,0
4,5,18068,1800,2,38.72,38,4.5,4,1,0.8,5000,28,2,1,8,1
1,6,20207,1800,4,30.19,31,4.2,4,4,0.7,5000,30,3,3,12,1
2,1,1811,1200,5,42.92,52,2.9,1,4,0.5,6000,32,3,3,10,1
2,5,3491,1500,5,32.25,25,2.2,2,3,0.5,1500,3,1,2,12,0
6,6,2167,1600,5,31.46,28,2.7,3,2,0.9,3000,4,1,1,6,0
5,4,4246,1400,3,37.2,26,1.1,2,2,0.5,5000,3,1,1,12,0
1,0,2973,1800,5,31.28,47,1.9,1,2,0.7,5000,6,1,1,12,0
4,4,11399,1900,3,47.87,68,4.5,1,4,0.8,6000,16,2,2,6,1
2,3,5144,1600,4,31.8,44,2.1,4,2,0.5,3000,7,1,1,12,1
